resource,method,position,source,target,ligand_complex,receptor_complex,score
consensus,Merged specificity,77,NK,Plasmacytoid DC,BST2,LILRA4,-0.000247185600711
consensus,Merged specificity,78,HSPC,Platelet,CD34,SELP,-0.0002484255425446
consensus,Merged specificity,79,Monocyte classical,B naive,CXCL8,CD79A,-0.0002489782900218
consensus,Merged specificity,80,Granulocyte precursor,Erythroid early,S100A9,CD36,-0.0002525894584775
consensus,Merged specificity,81,Dendritic cell,Plasmacytoid DC,HLA-DQA1,CD4,-0.0002544079775832
consensus,Merged specificity,82,NK,Monocyte classical,SPON2,ITGAM,-0.0002636307207516
consensus,Merged specificity,83,Platelet,B naive,MYL9,CD69,-0.000265501438652
consensus,Merged specificity,84,Erythroid early,Platelet,COL18A1,ITGB3,-0.0002674849168977
consensus,Merged specificity,85,Dendritic cell,Plasmacytoid DC,BST2,LILRA4,-0.0002730722062032
consensus,Merged specificity,86,CD8 T memory,T proliferating,CCL5,CXCR3,-0.0002788431309059
consensus,Merged specificity,87,Monocyte classical,Pre-B small,HBEGF,CD9,-0.0002807845642987
consensus,Merged specificity,88,T proliferating,Platelet,CALR,ITGA2B,-0.000284694238344
consensus,Merged specificity,89,Platelet,HSPC,F13A1,ITGA4,-0.0002886397881512
consensus,Merged specificity,90,Granulocyte precursor,T proliferating,RETN,CAP1,-0.0002906260662316
consensus,Merged specificity,91,Plasmacytoid DC,Monocyte non-classical,SERPINF1,PLXDC2,-0.0002966391519633
consensus,Merged specificity,92,Granulocyte precursor,Plasmacytoid DC,BST2,LILRA4,-0.0002986616640095
consensus,Merged specificity,93,Monocyte non-classical,NK,CLEC2B,KLRF1,-0.0003068429930804
consensus,Merged specificity,94,Plasmacytoid DC,Monocyte classical,APP,LRP1,-0.0003089112449393
consensus,Merged specificity,95,NK,Monocyte non-classical,SPON2,ITGB2,-0.0003130753912285
consensus,Merged specificity,96,Dendritic cell,Platelet,ADAM15,ITGB3,-0.0003181998167541
consensus,Merged specificity,97,Monocyte classical,Monocyte classical,S100A8,CD68,-0.0003193910149337
consensus,Merged specificity,98,Granulocyte precursor,Monocyte non-classical,S100A9,CD68,-0.0003215148100381
consensus,Merged specificity,99,Platelet,CD8 T cytotoxic,F13A1,ITGB1,-0.000334454134914
consensus,Merged specificity,100,Platelet,T proliferating,SNCA,LAG3,-0.0003388425968294
cellphonedb,CellPhoneDB magnitude,1,Plasmacytoid DC,Dendritic cell,APP,CD74,3.0144258
cellphonedb,CellPhoneDB magnitude,2,Plasmacytoid DC,B naive,APP,CD74,2.9983869
cellphonedb,CellPhoneDB magnitude,3,Plasmacytoid DC,Plasmacytoid DC,APP,CD74,2.9641495
cellphonedb,CellPhoneDB magnitude,4,HSPC,Dendritic cell,MIF,CD74,2.8845398
cellphonedb,CellPhoneDB magnitude,5,HSPC,B naive,MIF,CD74,2.868501
cellphonedb,CellPhoneDB magnitude,6,HSPC,Plasmacytoid DC,MIF,CD74,2.8342636
cellphonedb,CellPhoneDB magnitude,7,Granulocyte precursor,Dendritic cell,MIF,CD74,2.8333254
cellphonedb,CellPhoneDB magnitude,8,Granulocyte precursor,B naive,MIF,CD74,2.8172865
cellphonedb,CellPhoneDB magnitude,9,T proliferating,Dendritic cell,MIF,CD74,2.8100133
cellphonedb,CellPhoneDB magnitude,10,T proliferating,B naive,MIF,CD74,2.7939744
cellphonedb,CellPhoneDB magnitude,11,Plasmacytoid DC,Pre-B small,APP,CD74,2.7916646
cellphonedb,CellPhoneDB magnitude,12,Granulocyte precursor,Plasmacytoid DC,MIF,CD74,2.783049
cellphonedb,CellPhoneDB magnitude,13,Pre-B large,Dendritic cell,MIF,CD74,2.771713
cellphonedb,CellPhoneDB magnitude,14,Dendritic cell,Dendritic cell,MIF,CD74,2.7612453
cellphonedb,CellPhoneDB magnitude,15,T proliferating,Plasmacytoid DC,MIF,CD74,2.759737
cellphonedb,CellPhoneDB magnitude,16,Pre-B large,B naive,MIF,CD74,2.7556741
cellphonedb,CellPhoneDB magnitude,17,Dendritic cell,B naive,MIF,CD74,2.7452064
cellphonedb,CellPhoneDB magnitude,18,Pre-B large,Plasmacytoid DC,MIF,CD74,2.7214367
cellphonedb,CellPhoneDB magnitude,19,Erythroid early,Dendritic cell,MIF,CD74,2.718665
cellphonedb,CellPhoneDB magnitude,20,Dendritic cell,Plasmacytoid DC,MIF,CD74,2.710969
cellphonedb,CellPhoneDB magnitude,21,Erythroid early,B naive,MIF,CD74,2.702626
cellphonedb,CellPhoneDB magnitude,22,Erythroid early,Plasmacytoid DC,MIF,CD74,2.6683886
cellphonedb,CellPhoneDB magnitude,23,HSPC,Pre-B small,MIF,CD74,2.6617787
cellphonedb,CellPhoneDB magnitude,24,CD4 T memory,Dendritic cell,MIF,CD74,2.6441743
cellphonedb,CellPhoneDB magnitude,25,CD4 T memory,B naive,MIF,CD74,2.6281354
cellphonedb,CellPhoneDB magnitude,26,Granulocyte precursor,Pre-B small,MIF,CD74,2.6105642
cellphonedb,CellPhoneDB magnitude,27,CD4 T memory,Plasmacytoid DC,MIF,CD74,2.593898
cellphonedb,CellPhoneDB magnitude,28,T proliferating,Pre-B small,MIF,CD74,2.5872521
cellphonedb,CellPhoneDB magnitude,29,Platelet,T proliferating,PF4,CXCR3,2.5867689
cellphonedb,CellPhoneDB magnitude,30,Plasmacytoid DC,Dendritic cell,MIF,CD74,2.578783
cellphonedb,CellPhoneDB magnitude,31,NK,Dendritic cell,MIF,CD74,2.577445
cellphonedb,CellPhoneDB magnitude,32,Plasmacytoid DC,B naive,MIF,CD74,2.5627441
cellphonedb,CellPhoneDB magnitude,33,NK,B naive,MIF,CD74,2.5614061
cellphonedb,CellPhoneDB magnitude,34,CD8 T memory,Dendritic cell,MIF,CD74,2.5557268
cellphonedb,CellPhoneDB magnitude,35,Erythroid late,Dendritic cell,MIF,CD74,2.553841
cellphonedb,CellPhoneDB magnitude,36,T activated,Dendritic cell,MIF,CD74,2.551255
cellphonedb,CellPhoneDB magnitude,37,Pre-B large,Pre-B small,MIF,CD74,2.5489519
cellphonedb,CellPhoneDB magnitude,38,Monocyte non-classical,Dendritic cell,MIF,CD74,2.5489464
cellphonedb,CellPhoneDB magnitude,39,CD8 T cytotoxic,Dendritic cell,MIF,CD74,2.542218
cellphonedb,CellPhoneDB magnitude,40,CD8 T memory,B naive,MIF,CD74,2.5396879
cellphonedb,CellPhoneDB magnitude,41,Dendritic cell,Pre-B small,MIF,CD74,2.538484
cellphonedb,CellPhoneDB magnitude,42,Erythroid late,B naive,MIF,CD74,2.5378022
cellphonedb,CellPhoneDB magnitude,43,T activated,B naive,MIF,CD74,2.535216
cellphonedb,CellPhoneDB magnitude,44,Monocyte non-classical,B naive,MIF,CD74,2.5329075
cellphonedb,CellPhoneDB magnitude,45,CD4 T naive,Dendritic cell,MIF,CD74,2.5292373
cellphonedb,CellPhoneDB magnitude,46,Plasmacytoid DC,Plasmacytoid DC,MIF,CD74,2.5285068
cellphonedb,CellPhoneDB magnitude,47,NK,Plasmacytoid DC,MIF,CD74,2.5271688
cellphonedb,CellPhoneDB magnitude,48,CD8 T cytotoxic,B naive,MIF,CD74,2.526179
cellphonedb,CellPhoneDB magnitude,49,B naive,Monocyte non-classical,RPS19,C5AR1,2.5172267
cellphonedb,CellPhoneDB magnitude,50,CD4 T naive,B naive,MIF,CD74,2.5131984
cellphonedb,CellPhoneDB magnitude,51,CD8 T memory,Plasmacytoid DC,MIF,CD74,2.5054505
cellphonedb,CellPhoneDB magnitude,52,Erythroid late,Plasmacytoid DC,MIF,CD74,2.5035648
cellphonedb,CellPhoneDB magnitude,53,T activated,Plasmacytoid DC,MIF,CD74,2.5009787
cellphonedb,CellPhoneDB magnitude,54,CD4 T naive,Monocyte non-classical,RPS19,C5AR1,2.499339
cellphonedb,CellPhoneDB magnitude,55,Monocyte non-classical,Plasmacytoid DC,MIF,CD74,2.49867
cellphonedb,CellPhoneDB magnitude,56,Monocyte classical,Dendritic cell,MIF,CD74,2.497087
cellphonedb,CellPhoneDB magnitude,57,Erythroid early,Pre-B small,MIF,CD74,2.4959037
cellphonedb,CellPhoneDB magnitude,58,B naive,Dendritic cell,MIF,CD74,2.4956353
cellphonedb,CellPhoneDB magnitude,59,CD8 T cytotoxic,Plasmacytoid DC,MIF,CD74,2.4919417
cellphonedb,CellPhoneDB magnitude,60,CD4 T memory,Monocyte non-classical,RPS19,C5AR1,2.4877033
cellphonedb,CellPhoneDB magnitude,61,Platelet,Plasmacytoid DC,PF4,CXCR3,2.4839828
cellphonedb,CellPhoneDB magnitude,62,Monocyte classical,B naive,MIF,CD74,2.481048
cellphonedb,CellPhoneDB magnitude,63,B naive,B naive,MIF,CD74,2.4795964
cellphonedb,CellPhoneDB magnitude,64,CD4 T naive,Plasmacytoid DC,MIF,CD74,2.478961
cellphonedb,CellPhoneDB magnitude,65,Platelet,Dendritic cell,MIF,CD74,2.4777298
cellphonedb,CellPhoneDB magnitude,66,T activated,Monocyte non-classical,RPS19,C5AR1,2.4763336
cellphonedb,CellPhoneDB magnitude,67,Platelet,B naive,MIF,CD74,2.461691
cellphonedb,CellPhoneDB magnitude,68,Monocyte classical,Plasmacytoid DC,MIF,CD74,2.4468107
cellphonedb,CellPhoneDB magnitude,69,B naive,Plasmacytoid DC,MIF,CD74,2.445359
cellphonedb,CellPhoneDB magnitude,70,Platelet,Dendritic cell,APP,CD74,2.4452257
cellphonedb,CellPhoneDB magnitude,71,Granulocyte precursor,Monocyte non-classical,RPS19,C5AR1,2.4418683
cellphonedb,CellPhoneDB magnitude,72,HSPC,Monocyte non-classical,RPS19,C5AR1,2.4416056
cellphonedb,CellPhoneDB magnitude,73,B naive,Monocyte classical,RPS19,C5AR1,2.4350598
cellphonedb,CellPhoneDB magnitude,74,Pre-B small,Dendritic cell,MIF,CD74,2.4336884
cellphonedb,CellPhoneDB magnitude,75,Platelet,B naive,APP,CD74,2.4291868
cellphonedb,CellPhoneDB magnitude,76,Platelet,Plasmacytoid DC,MIF,CD74,2.4274535
cellphonedb,CellPhoneDB magnitude,77,Dendritic cell,Dendritic cell,APP,CD74,2.4264793
cellphonedb,CellPhoneDB magnitude,78,HSPC,Dendritic cell,APP,CD74,2.42646
cellphonedb,CellPhoneDB magnitude,79,CD4 T memory,Pre-B small,MIF,CD74,2.4214132
cellphonedb,CellPhoneDB magnitude,80,Pre-B small,B naive,MIF,CD74,2.4176495
cellphonedb,CellPhoneDB magnitude,81,CD4 T naive,Monocyte classical,RPS19,C5AR1,2.4171722
cellphonedb,CellPhoneDB magnitude,82,Dendritic cell,B naive,APP,CD74,2.4104404
cellphonedb,CellPhoneDB magnitude,83,HSPC,B naive,APP,CD74,2.4104211
cellphonedb,CellPhoneDB magnitude,84,CD4 T memory,Monocyte classical,RPS19,C5AR1,2.4055367
cellphonedb,CellPhoneDB magnitude,85,Platelet,Plasmacytoid DC,APP,CD74,2.3949494
cellphonedb,CellPhoneDB magnitude,86,T activated,Monocyte classical,RPS19,C5AR1,2.394167
cellphonedb,CellPhoneDB magnitude,87,CD8 T cytotoxic,Monocyte non-classical,RPS19,C5AR1,2.3935742
cellphonedb,CellPhoneDB magnitude,88,Dendritic cell,Dendritic cell,COPA,CD74,2.3850663
cellphonedb,CellPhoneDB magnitude,89,Erythroid early,Dendritic cell,COPA,CD74,2.3850167
cellphonedb,CellPhoneDB magnitude,90,Pre-B small,Plasmacytoid DC,MIF,CD74,2.3834121
cellphonedb,CellPhoneDB magnitude,91,Granulocyte precursor,Dendritic cell,APP,CD74,2.382678
cellphonedb,CellPhoneDB magnitude,92,Monocyte non-classical,Monocyte non-classical,RPS19,C5AR1,2.3818507
cellphonedb,CellPhoneDB magnitude,93,Plasmacytoid DC,Dendritic cell,COPA,CD74,2.3811584
cellphonedb,CellPhoneDB magnitude,94,Pre-B large,Dendritic cell,APP,CD74,2.3765821
cellphonedb,CellPhoneDB magnitude,95,Dendritic cell,Plasmacytoid DC,APP,CD74,2.376203
cellphonedb,CellPhoneDB magnitude,96,HSPC,Plasmacytoid DC,APP,CD74,2.3761837
cellphonedb,CellPhoneDB magnitude,97,T activated,Dendritic cell,COPA,CD74,2.3747633
cellphonedb,CellPhoneDB magnitude,98,Pre-B large,Dendritic cell,COPA,CD74,2.3732722
cellphonedb,CellPhoneDB magnitude,99,Granulocyte precursor,Dendritic cell,COPA,CD74,2.3724113
cellphonedb,CellPhoneDB magnitude,100,HSPC,Dendritic cell,COPA,CD74,2.3716393
cellphonedb,NATMI magnitude,1,Plasmacytoid DC,Dendritic cell,APP,CD74,6.6961546
cellphonedb,NATMI magnitude,2,Plasmacytoid DC,B naive,APP,CD74,6.649056
cellphonedb,NATMI magnitude,3,Plasmacytoid DC,Plasmacytoid DC,APP,CD74,6.5485168
cellphonedb,NATMI magnitude,4,Plasmacytoid DC,Pre-B small,APP,CD74,6.0420094
cellphonedb,NATMI magnitude,5,HSPC,Dendritic cell,MIF,CD74,5.5114427
cellphonedb,NATMI magnitude,6,HSPC,B naive,MIF,CD74,5.4726768
cellphonedb,NATMI magnitude,7,HSPC,Plasmacytoid DC,MIF,CD74,5.3899255
cellphonedb,NATMI magnitude,8,Granulocyte precursor,Dendritic cell,MIF,CD74,5.044308
cellphonedb,NATMI magnitude,9,Granulocyte precursor,B naive,MIF,CD74,5.0088277
cellphonedb,NATMI magnitude,10,HSPC,Pre-B small,MIF,CD74,4.9730315
cellphonedb,NATMI magnitude,11,Granulocyte precursor,Plasmacytoid DC,MIF,CD74,4.93309
cellphonedb,NATMI magnitude,12,T proliferating,Dendritic cell,MIF,CD74,4.8316746
cellphonedb,NATMI magnitude,13,T proliferating,B naive,MIF,CD74,4.79769
cellphonedb,NATMI magnitude,14,T proliferating,Plasmacytoid DC,MIF,CD74,4.725145
cellphonedb,NATMI magnitude,15,Plasmacytoid DC,Pre-B large,APP,CD74,4.7167025
cellphonedb,NATMI magnitude,16,Granulocyte precursor,Pre-B small,MIF,CD74,4.551531
cellphonedb,NATMI magnitude,17,Plasmacytoid DC,Monocyte non-classical,APP,CD74,4.524367
cellphonedb,NATMI magnitude,18,Pre-B large,Dendritic cell,MIF,CD74,4.4823294
cellphonedb,NATMI magnitude,19,Pre-B large,B naive,MIF,CD74,4.4508023
cellphonedb,NATMI magnitude,20,Dendritic cell,Dendritic cell,MIF,CD74,4.386852
cellphonedb,NATMI magnitude,21,Pre-B large,Plasmacytoid DC,MIF,CD74,4.3835025
cellphonedb,NATMI magnitude,22,T proliferating,Pre-B small,MIF,CD74,4.3596697
cellphonedb,NATMI magnitude,23,Dendritic cell,B naive,MIF,CD74,4.355996
cellphonedb,NATMI magnitude,24,Dendritic cell,Plasmacytoid DC,MIF,CD74,4.29013
cellphonedb,NATMI magnitude,25,Plasmacytoid DC,T proliferating,APP,CD74,4.0649104
cellphonedb,NATMI magnitude,26,Pre-B large,Pre-B small,MIF,CD74,4.0444517
cellphonedb,NATMI magnitude,27,Erythroid early,Dendritic cell,MIF,CD74,3.9984694
cellphonedb,NATMI magnitude,28,Erythroid early,B naive,MIF,CD74,3.9703453
cellphonedb,NATMI magnitude,29,Dendritic cell,Pre-B small,MIF,CD74,3.9583015
cellphonedb,NATMI magnitude,30,Erythroid early,Plasmacytoid DC,MIF,CD74,3.9103103
cellphonedb,NATMI magnitude,31,HSPC,Pre-B large,MIF,CD74,3.8822033
cellphonedb,NATMI magnitude,32,HSPC,Monocyte non-classical,MIF,CD74,3.7238965
cellphonedb,NATMI magnitude,33,Plasmacytoid DC,HSPC,APP,CD74,3.6679788
cellphonedb,NATMI magnitude,34,Erythroid early,Pre-B small,MIF,CD74,3.6078598
cellphonedb,NATMI magnitude,35,Granulocyte precursor,Pre-B large,MIF,CD74,3.5531585
cellphonedb,NATMI magnitude,36,Granulocyte precursor,Monocyte non-classical,MIF,CD74,3.4082694
cellphonedb,NATMI magnitude,37,T proliferating,Pre-B large,MIF,CD74,3.4033816
cellphonedb,NATMI magnitude,38,HSPC,T proliferating,MIF,CD74,3.345729
cellphonedb,NATMI magnitude,39,CD4 T memory,Dendritic cell,MIF,CD74,3.3190289
cellphonedb,NATMI magnitude,40,CD4 T memory,B naive,MIF,CD74,3.2956839
cellphonedb,NATMI magnitude,41,T proliferating,Monocyte non-classical,MIF,CD74,3.2646
cellphonedb,NATMI magnitude,42,CD4 T memory,Plasmacytoid DC,MIF,CD74,3.2458503
cellphonedb,NATMI magnitude,43,Plasmacytoid DC,Monocyte classical,APP,CD74,3.1743152
cellphonedb,NATMI magnitude,44,Pre-B large,Pre-B large,MIF,CD74,3.1573067
cellphonedb,NATMI magnitude,45,Dendritic cell,Pre-B large,MIF,CD74,3.0900533
cellphonedb,NATMI magnitude,46,Granulocyte precursor,T proliferating,MIF,CD74,3.0621543
cellphonedb,NATMI magnitude,47,Pre-B large,Monocyte non-classical,MIF,CD74,3.0285594
cellphonedb,NATMI magnitude,48,HSPC,HSPC,MIF,CD74,3.0190244
cellphonedb,NATMI magnitude,49,CD4 T memory,Pre-B small,MIF,CD74,2.994794
cellphonedb,NATMI magnitude,50,Dendritic cell,Monocyte non-classical,MIF,CD74,2.9640484
cellphonedb,NATMI magnitude,51,Monocyte classical,Dendritic cell,TNFSF13B,HLA-DPB1,2.9544983
cellphonedb,NATMI magnitude,52,T proliferating,T proliferating,MIF,CD74,2.933075
cellphonedb,NATMI magnitude,53,Plasmacytoid DC,Granulocyte precursor,APP,CD74,2.862796
cellphonedb,NATMI magnitude,54,Platelet,T proliferating,PF4,CXCR3,2.8544621
cellphonedb,NATMI magnitude,55,Erythroid early,Pre-B large,MIF,CD74,2.8164804
cellphonedb,NATMI magnitude,56,Granulocyte precursor,HSPC,MIF,CD74,2.7631402
cellphonedb,NATMI magnitude,57,Plasmacytoid DC,Dendritic cell,MIF,CD74,2.7225826
cellphonedb,NATMI magnitude,58,Pre-B large,T proliferating,MIF,CD74,2.7210045
cellphonedb,NATMI magnitude,59,NK,Dendritic cell,MIF,CD74,2.7103782
cellphonedb,NATMI magnitude,60,Plasmacytoid DC,B naive,MIF,CD74,2.7034328
cellphonedb,NATMI magnitude,61,Erythroid early,Monocyte non-classical,MIF,CD74,2.7016313
cellphonedb,NATMI magnitude,62,NK,B naive,MIF,CD74,2.6913142
cellphonedb,NATMI magnitude,63,Dendritic cell,T proliferating,MIF,CD74,2.6630447
cellphonedb,NATMI magnitude,64,Plasmacytoid DC,Plasmacytoid DC,MIF,CD74,2.6625545
cellphonedb,NATMI magnitude,65,NK,Plasmacytoid DC,MIF,CD74,2.6506193
cellphonedb,NATMI magnitude,66,T proliferating,HSPC,MIF,CD74,2.646665
cellphonedb,NATMI magnitude,67,HSPC,Monocyte classical,MIF,CD74,2.612702
cellphonedb,NATMI magnitude,68,Granulocyte precursor,Dendritic cell,TNFSF13B,HLA-DPB1,2.5497327
cellphonedb,NATMI magnitude,69,CD8 T memory,Dendritic cell,MIF,CD74,2.5122824
cellphonedb,NATMI magnitude,70,Erythroid late,Dendritic cell,MIF,CD74,2.4950833
cellphonedb,NATMI magnitude,71,CD8 T memory,B naive,MIF,CD74,2.4946117
cellphonedb,NATMI magnitude,72,Erythroid late,B naive,MIF,CD74,2.4775336
cellphonedb,NATMI magnitude,73,T activated,Dendritic cell,MIF,CD74,2.471495
cellphonedb,NATMI magnitude,74,Plasmacytoid DC,CD8 T memory,APP,CD74,2.4609966
cellphonedb,NATMI magnitude,75,B naive,Monocyte non-classical,RPS19,C5AR1,2.457219
cellphonedb,NATMI magnitude,76,CD8 T memory,Plasmacytoid DC,MIF,CD74,2.456891
cellphonedb,NATMI magnitude,77,Plasmacytoid DC,Pre-B small,MIF,CD74,2.4566143
cellphonedb,NATMI magnitude,78,Pre-B large,HSPC,MIF,CD74,2.455303
cellphonedb,NATMI magnitude,79,T activated,B naive,MIF,CD74,2.454111
cellphonedb,NATMI magnitude,80,Monocyte non-classical,Dendritic cell,MIF,CD74,2.4504366
cellphonedb,NATMI magnitude,81,NK,Pre-B small,MIF,CD74,2.445602
cellphonedb,NATMI magnitude,82,Erythroid late,Plasmacytoid DC,MIF,CD74,2.4400713
cellphonedb,NATMI magnitude,83,CD4 T naive,Monocyte non-classical,RPS19,C5AR1,2.4376264
cellphonedb,NATMI magnitude,84,Monocyte non-classical,B naive,MIF,CD74,2.4332008
cellphonedb,NATMI magnitude,85,Erythroid early,T proliferating,MIF,CD74,2.4272764
cellphonedb,NATMI magnitude,86,CD4 T memory,Monocyte non-classical,RPS19,C5AR1,2.4248817
cellphonedb,NATMI magnitude,87,T activated,Plasmacytoid DC,MIF,CD74,2.417003
cellphonedb,NATMI magnitude,88,T activated,Monocyte non-classical,RPS19,C5AR1,2.4124284
cellphonedb,NATMI magnitude,89,Dendritic cell,HSPC,MIF,CD74,2.403003
cellphonedb,NATMI magnitude,90,Monocyte non-classical,Plasmacytoid DC,MIF,CD74,2.3964088
cellphonedb,NATMI magnitude,91,Granulocyte precursor,Monocyte classical,MIF,CD74,2.3912566
cellphonedb,NATMI magnitude,92,CD8 T cytotoxic,Dendritic cell,MIF,CD74,2.3890674
cellphonedb,NATMI magnitude,93,Granulocyte precursor,Monocyte non-classical,RPS19,C5AR1,2.3746781
cellphonedb,NATMI magnitude,94,HSPC,Monocyte non-classical,RPS19,C5AR1,2.3743904
cellphonedb,NATMI magnitude,95,CD8 T cytotoxic,B naive,MIF,CD74,2.3722634
cellphonedb,NATMI magnitude,96,HSPC,Granulocyte precursor,MIF,CD74,2.356298
cellphonedb,NATMI magnitude,97,Monocyte classical,B naive,TNFSF13B,HLA-DPB1,2.353085
cellphonedb,NATMI magnitude,98,CD4 T memory,Pre-B large,MIF,CD74,2.3378897
cellphonedb,NATMI magnitude,99,CD8 T cytotoxic,Plasmacytoid DC,MIF,CD74,2.3363929
cellphonedb,NATMI magnitude,100,CD8 T cytotoxic,Monocyte non-classical,RPS19,C5AR1,2.321781
cellphonedb,SingleCellSignalR magnitude,1,Plasmacytoid DC,Dendritic cell,APP,CD74,0.9712005
cellphonedb,SingleCellSignalR magnitude,2,Plasmacytoid DC,B naive,APP,CD74,0.97110164
cellphonedb,SingleCellSignalR magnitude,3,Plasmacytoid DC,Plasmacytoid DC,APP,CD74,0.9708871
cellphonedb,SingleCellSignalR magnitude,4,Plasmacytoid DC,Pre-B small,APP,CD74,0.9697276
cellphonedb,SingleCellSignalR magnitude,5,HSPC,Dendritic cell,MIF,CD74,0.968349
cellphonedb,SingleCellSignalR magnitude,6,HSPC,B naive,MIF,CD74,0.9682406
cellphonedb,SingleCellSignalR magnitude,7,HSPC,Plasmacytoid DC,MIF,CD74,0.96800554
cellphonedb,SingleCellSignalR magnitude,8,Granulocyte precursor,Dendritic cell,MIF,CD74,0.96696323
cellphonedb,SingleCellSignalR magnitude,9,Granulocyte precursor,B naive,MIF,CD74,0.96685034
cellphonedb,SingleCellSignalR magnitude,10,HSPC,Pre-B small,MIF,CD74,0.9667352
cellphonedb,SingleCellSignalR magnitude,11,Granulocyte precursor,Plasmacytoid DC,MIF,CD74,0.9666053
cellphonedb,SingleCellSignalR magnitude,12,T proliferating,Dendritic cell,MIF,CD74,0.96626836
cellphonedb,SingleCellSignalR magnitude,13,T proliferating,B naive,MIF,CD74,0.96615314
cellphonedb,SingleCellSignalR magnitude,14,T proliferating,Plasmacytoid DC,MIF,CD74,0.96590316
cellphonedb,SingleCellSignalR magnitude,15,Plasmacytoid DC,Pre-B large,APP,CD74,0.96587366
cellphonedb,SingleCellSignalR magnitude,16,Granulocyte precursor,Pre-B small,MIF,CD74,0.9652813
cellphonedb,SingleCellSignalR magnitude,17,Plasmacytoid DC,Monocyte non-classical,APP,CD74,0.9651809
cellphonedb,SingleCellSignalR magnitude,18,Pre-B large,Dendritic cell,MIF,CD74,0.96502364
cellphonedb,SingleCellSignalR magnitude,19,Pre-B large,B naive,MIF,CD74,0.96490437
cellphonedb,SingleCellSignalR magnitude,20,Dendritic cell,Dendritic cell,MIF,CD74,0.9646585
cellphonedb,SingleCellSignalR magnitude,21,Pre-B large,Plasmacytoid DC,MIF,CD74,0.96464545
cellphonedb,SingleCellSignalR magnitude,22,T proliferating,Pre-B small,MIF,CD74,0.96455234
cellphonedb,SingleCellSignalR magnitude,23,Dendritic cell,B naive,MIF,CD74,0.964538
cellphonedb,SingleCellSignalR magnitude,24,Dendritic cell,Plasmacytoid DC,MIF,CD74,0.96427643
cellphonedb,SingleCellSignalR magnitude,25,Plasmacytoid DC,T proliferating,APP,CD74,0.96333593
cellphonedb,SingleCellSignalR magnitude,26,Pre-B large,Pre-B small,MIF,CD74,0.96324676
cellphonedb,SingleCellSignalR magnitude,27,Erythroid early,Dendritic cell,MIF,CD74,0.9630438
cellphonedb,SingleCellSignalR magnitude,28,Erythroid early,B naive,MIF,CD74,0.9629179
cellphonedb,SingleCellSignalR magnitude,29,Dendritic cell,Pre-B small,MIF,CD74,0.9628637
cellphonedb,SingleCellSignalR magnitude,30,Erythroid early,Plasmacytoid DC,MIF,CD74,0.96264493
cellphonedb,SingleCellSignalR magnitude,31,HSPC,Pre-B large,MIF,CD74,0.96251506
cellphonedb,SingleCellSignalR magnitude,32,HSPC,Monocyte non-classical,MIF,CD74,0.96175677
cellphonedb,SingleCellSignalR magnitude,33,Plasmacytoid DC,HSPC,APP,CD74,0.96147746
cellphonedb,SingleCellSignalR magnitude,34,Erythroid early,Pre-B small,MIF,CD74,0.96117026
cellphonedb,SingleCellSignalR magnitude,35,Granulocyte precursor,Pre-B large,MIF,CD74,0.96088415
cellphonedb,SingleCellSignalR magnitude,36,Granulocyte precursor,Monocyte non-classical,MIF,CD74,0.9600942
cellphonedb,SingleCellSignalR magnitude,37,T proliferating,Pre-B large,MIF,CD74,0.96006674
cellphonedb,SingleCellSignalR magnitude,38,HSPC,T proliferating,MIF,CD74,0.9597379
cellphonedb,SingleCellSignalR magnitude,39,CD4 T memory,Dendritic cell,MIF,CD74,0.95958287
cellphonedb,SingleCellSignalR magnitude,40,CD4 T memory,B naive,MIF,CD74,0.9594457
cellphonedb,SingleCellSignalR magnitude,41,T proliferating,Monocyte non-classical,MIF,CD74,0.959261
cellphonedb,SingleCellSignalR magnitude,42,CD4 T memory,Plasmacytoid DC,MIF,CD74,0.9591483
cellphonedb,SingleCellSignalR magnitude,43,Plasmacytoid DC,Monocyte classical,APP,CD74,0.9587094
cellphonedb,SingleCellSignalR magnitude,44,Pre-B large,Pre-B large,MIF,CD74,0.95860296
cellphonedb,SingleCellSignalR magnitude,45,Dendritic cell,Pre-B large,MIF,CD74,0.95817363
cellphonedb,SingleCellSignalR magnitude,46,Granulocyte precursor,T proliferating,MIF,CD74,0.95799154
cellphonedb,SingleCellSignalR magnitude,47,Pre-B large,Monocyte non-classical,MIF,CD74,0.957769
cellphonedb,SingleCellSignalR magnitude,48,HSPC,HSPC,MIF,CD74,0.95770514
cellphonedb,SingleCellSignalR magnitude,49,CD4 T memory,Pre-B small,MIF,CD74,0.95754164
cellphonedb,SingleCellSignalR magnitude,50,Dendritic cell,Monocyte non-classical,MIF,CD74,0.95733136
cellphonedb,SingleCellSignalR magnitude,51,Monocyte classical,Dendritic cell,TNFSF13B,HLA-DPB1,0.95726544
cellphonedb,SingleCellSignalR magnitude,52,T proliferating,T proliferating,MIF,CD74,0.9571163
cellphonedb,SingleCellSignalR magnitude,53,Plasmacytoid DC,Granulocyte precursor,APP,CD74,0.9566158
cellphonedb,SingleCellSignalR magnitude,54,Platelet,T proliferating,PF4,CXCR3,0.9565553
cellphonedb,SingleCellSignalR magnitude,55,Erythroid early,Pre-B large,MIF,CD74,0.9562761
cellphonedb,SingleCellSignalR magnitude,56,Granulocyte precursor,HSPC,MIF,CD74,0.9558746
