cell_type,library,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes
CD4 T memory,Reactome,Interleukin-2 Signaling,2/12,0.005957491909558897,0.04230281076865077,24.131582103874294,123.62864599574395,IL2RG;LCK
CD4 T memory,Reactome,"Regulation of TBK1, IKKε (IKBKE)-mediated Activation of IRF3, IRF7",2/12,0.005957491909558897,0.04230281076865077,24.131582103874294,123.62864599574395,OPTN;UBC
CD4 T memory,Reactome,Developmental Biology,17/879,0.006233611181094201,0.04392298339909453,2.130324211191407,10.817359151103924,PFN1;ZFP36L2;EVL;EIF4A2;ITGB1;ARPC1B;GATA3;PIK3R1;MYL12B;MYL12A;CXCR4;UBC;JUN;TCF7;HINT1;HSPA8;PTPRC
CD4 T memory,Reactome,Amyloid Fiber Formation,3/40,0.0070928467024248,0.04708005492334143,9.49471729957806,46.98620850713724,UBC;B2M;ITM2B
CD4 T memory,Reactome,Disorders of Developmental Biology,2/13,0.006995308341330945,0.04708005492334143,22.03208848976016,109.33458264569768,CAMK4;CALM1
CD4 T memory,Reactome,Disorders of Nervous System Development,2/13,0.006995308341330945,0.04708005492334143,22.03208848976016,109.33458264569768,CAMK4;CALM1
CD4 T memory,Reactome,Interleukin-2 Family Signaling,3/40,0.0070928467024248,0.04708005492334143,9.49471729957806,46.98620850713724,IL2RG;LCK;PIK3R1
CD4 T memory,Reactome,Loss of Function of MECP2 in Rett Syndrome,2/13,0.006995308341330945,0.04708005492334143,22.03208848976016,109.33458264569768,CAMK4;CALM1
CD4 T memory,Reactome,Negative Regulation of FLT3,2/13,0.006995308341330945,0.04708005492334143,22.03208848976016,109.33458264569768,UBC;FLT3LG
CD4 T memory,Reactome,Pervasive Developmental Disorders,2/13,0.006995308341330945,0.04708005492334143,22.03208848976016,109.33458264569768,CAMK4;CALM1
CD4 T memory,Reactome,p75NTR Signals via NF-kB,2/13,0.006995308341330945,0.04708005492334143,22.03208848976016,109.33458264569768,UBC;NFKBIA
CD4 T naive,GO_BP,T Cell Activation (GO:0042110),13/91,5.354253384859583e-12,7.137219762017824e-09,18.39026751592357,477.2850007375254,CD3E;TRBC1;CD3G;TRBC2;CD2;CCR7;CD8B;RHOH;CD3D;ITK;CD247;LCK;CD7
CD4 T naive,GO_BP,T Cell Receptor Signaling Pathway (GO:0050852),11/86,8.159230741370248e-10,5.43812728912327e-07,16.11876845655175,337.3126485797074,CD3E;TRBC1;TXK;CD3G;TRBC2;FYB1;CD8B;CD3D;ITK;CD247;LCK
CD4 T naive,GO_BP,Alpha-Beta T Cell Activation (GO:0046631),6/14,2.3663558056782384e-09,1.0514507629896973e-06,79.10675941327688,1571.2117076526338,CD3E;TRBC1;CD3G;TRBC2;CD3D;CD247
CD4 T naive,GO_BP,Antigen Receptor-Mediated Signaling Pathway (GO:0050851),11/123,3.746031613833111e-08,1.2483650353098842e-05,10.797525652301378,184.63751266125684,CD3E;TRBC1;TXK;CD3G;TRBC2;FYB1;CD8B;CD3D;ITK;CD247;LCK
CD4 T naive,GO_BP,Cytoplasmic Translational Initiation (GO:0002183),6/29,3.309928002538609e-07,8.824268054767931e-05,28.591751900672755,426.622368214768,EIF4A2;EIF2S3;EIF3L;EIF3H;EIF3F;EIF3E
CD4 T naive,GO_BP,Positive Regulation Of Gene Expression (GO:0010628),17/404,5.588738473979656e-07,0.00012416313976358135,4.8585918959303855,69.95080947875846,ATM;CD3E;STAT3;TXK;RGCC;EEF2;NPM1;TMIGD2;EIF3E;EPHX2;LEF1;SOD1;ITK;ETS1;PASK;ADTRP;UXT
CD4 T naive,GO_BP,Positive Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050857),5/19,9.115179096904662e-07,0.00017357905337391308,39.02628097715848,542.7835490759819,FOXP1;TRAT1;TESPA1;LCK;UXT
CD4 T naive,GO_BP,Positive Regulation Of Cytokine Production (GO:0001819),13/276,3.7123026521550256e-06,0.0006185624294153311,5.428144212523719,67.8727455926629,STAT3;FOXP1;TXK;RGCC;TRAF3IP3;LTB;CD2;IL6ST;TMIGD2;CCR7;SOD1;CD6;ITK
CD4 T naive,GO_BP,Gamma-Delta T Cell Activation (GO:0046629),4/12,4.231433291541632e-06,0.0006267222864027774,54.208801077682985,670.7238576900958,CD3E;ITK;CD3G;TCF7
CD4 T naive,GO_BP,"Positive Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900153)",4/13,6.065023154801129e-06,0.0008084675865349905,48.500200883889114,582.6315648059355,PABPC1;ZFP36L2;TNRC6B;TOB1
CD4 T naive,GO_BP,Formation Of Cytoplasmic Translation Initiation Complex (GO:0001732),4/14,8.425692256282459e-06,0.0010210407070567742,43.87895310796074,512.691557287843,EIF3H;EIF3E;EIF3F;EIF3L
CD4 T naive,GO_BP,Regulation Of Apoptotic Process (GO:0042981),18/604,3.1168621166737835e-05,0.003462314334605128,3.377699143981595,35.04733970047869,ATM;CD3E;RSL1D1;NOP53;STK4;TNFAIP8;FCMR;NPM1;TNFRSF25;IL6ST;SOCS3;CD27;TPT1;LEF1;BIN1;SOD1;PRMT2;ACTN1
CD4 T naive,GO_BP,Regulation Of T Cell Differentiation (GO:0045580),5/41,4.927588315725661e-05,0.005052673249894081,15.486634201030025,153.59761161481237,CAMK4;CD2;TCF7;SOD1;RHOH
CD4 T naive,GO_BP,"Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900151)",4/22,5.788710587222475e-05,0.005511679437691114,24.894367650092843,242.89474085029252,PABPC1;ZFP36L2;TNRC6B;TOB1
CD4 T naive,GO_BP,Regulation Of T Cell Differentiation In Thymus (GO:0033081),3/9,7.544277986213974e-05,0.006704348370415485,54.86173320350535,520.7550366952293,TESPA1;CAMK4;SOD1
CD4 T naive,GO_BP,Response To Cytokine (GO:0034097),7/116,0.0001515593450947301,0.012626787938204702,7.086297830165304,62.32068219092806,IL6ST;SELL;LDLRAP1;LEF1;CCR7;IFITM1;PRKCA
CD4 T naive,GO_BP,Negative Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435),4/30,0.00020391853668151868,0.014306495231392862,17.37217341206971,147.62508104534865,NOP53;EIF3H;SVIP;FHIT
CD4 T naive,GO_BP,Positive Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060213),3/12,0.00019332387827621138,0.014306495231392862,37.53137908061292,320.93621389175723,PABPC1;TNRC6B;TOB1
CD4 T naive,GO_BP,Positive Regulation Of T Cell Receptor Signaling Pathway (GO:0050862),3/12,0.00019332387827621138,0.014306495231392862,37.53137908061292,320.93621389175723,TESPA1;LCK;TRAT1
CD4 T naive,GO_BP,Regulation Of Translational Initiation (GO:0006446),5/57,0.00024239987978786828,0.015386620940820403,10.758324199244916,89.56220765446814,EIF4B;EIF4A2;NPM1;EIF3H;EIF3E
CD4 T naive,GO_BP,protein-RNA Complex Assembly (GO:0022618),7/125,0.0002406473011962284,0.015386620940820403,6.5451542210447125,54.535391165169585,NOP53;EIF2S3;EIF3L;EIF3H;SNRPD2;EIF3F;EIF3E
CD4 T naive,GO_BP,Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060211),3/14,0.00031524949187345785,0.019101253303059968,31.001100715465054,249.9354061721834,PABPC1;TNRC6B;TOB1
CD4 T naive,GO_BP,Positive Regulation Of T Cell Activation (GO:0050870),6/96,0.00037410775065969514,0.020824051823199404,7.399636410118025,58.39028449454717,CD3E;IL6ST;CCR7;CD6;RHOH;LCK
CD4 T naive,GO_BP,Translational Elongation (GO:0006414),4/35,0.00037492666448371017,0.020824051823199404,14.611050527081062,115.2633648207004,EEF1B2;EEF1D;EEF1A1;EEF2
CD4 T naive,GO_BP,Regulation Of Translation (GO:0006417),8/182,0.0004533275921748546,0.024171427214763248,5.049328322107692,38.87425126020416,EIF4B;NPM1;EEF2;EIF4A2;EIF3H;TOB1;PASK;EIF3E
CD4 T naive,GO_BP,Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167),6/102,0.0005175969037657304,0.025553950841471062,6.937477523076308,52.49113189715494,CD3E;IL6ST;CD8B;LCK;CD7;UXT
CD4 T naive,GO_BP,Regulation Of Cytokine Production (GO:0001817),7/141,0.0004998930224692263,0.025553950841471062,5.761937696319991,43.79715933532157,FOXP1;TXK;RGCC;TMIGD2;CCR7;SOD1;ITK
CD4 T naive,GO_BP,Positive Regulation Of Macromolecule Metabolic Process (GO:0010604),10/293,0.0006739852936800045,0.032086514159837355,3.8583649266063964,28.17494694952929,ATM;CD3E;STAT3;RGCC;KLF2;EPHX2;LEF1;ETS1;ADTRP;UXT
CD4 T naive,GO_BP,Negative Regulation Of Gene Expression (GO:0010629),10/297,0.0007478369845893497,0.034374713808882865,3.8039164669633685,27.38182905153606,CD3E;ZFP36L2;STAT3;FOXP1;RGCC;TNRC6B;MPHOSPH8;PABPC1;TOB1;NDFIP1
CD4 T naive,GO_BP,Positive Regulation Of mRNA Catabolic Process (GO:0061014),4/44,0.0009072555882339281,0.039011990294058906,11.359061351427764,79.5712056485031,PABPC1;ZFP36L2;TNRC6B;TOB1
CD4 T naive,GO_BP,T Cell Differentiation (GO:0030217),4/44,0.0009072555882339281,0.039011990294058906,11.359061351427764,79.5712056485031,RHOH;ZFP36L2;LCK;TCF7
CD4 T naive,GO_BP,Cellular Response To Cytokine Stimulus (GO:0071345),9/254,0.0009576888140488092,0.039604776056976765,4.017872621016416,27.92818301424724,ZFP36L2;STAT3;IL6ST;RIPOR2;LDLRAP1;LEF1;CCR7;TCF7;IL7R
CD4 T naive,GO_BP,Regulation Of Programmed Cell Death (GO:0043067),7/158,0.0009804633232409852,0.039604776056976765,5.111034359249879,35.40661548966618,ATM;CD3E;RSL1D1;NOP53;TNFRSF25;TPT1;ACTN1
CD4 T naive,GO_BP,Regulation Of Ruffle Assembly (GO:1900027),3/22,0.0012586151660197845,0.049345118126599204,18.27543005517689,122.03862945480172,EVL;SH3YL1;UXT
CD4 T naive,GO_BP,Immunological Synapse Formation (GO:0001771),2/6,0.0014076718272087651,0.04937964593866537,56.32381752029107,369.8119419821926,CD6;CCR7
CD4 T naive,GO_BP,Negative Regulation Of Ruffle Assembly (GO:1900028),2/6,0.0014076718272087651,0.04937964593866537,56.32381752029107,369.8119419821926,UXT;EVL
CD4 T naive,GO_BP,Positive Regulation Of B Cell Receptor Signaling Pathway (GO:0050861),2/6,0.0014076718272087651,0.04937964593866537,56.32381752029107,369.8119419821926,FOXP1;UXT
CD4 T naive,GO_BP,Regulation Of Myeloid Leukocyte Differentiation (GO:0002761),2/6,0.0014076718272087651,0.04937964593866537,56.32381752029107,369.8119419821926,CAMK4;FOXP1
CD4 T naive,KEGG,T cell receptor signaling pathway,10/100,5.445706793282169e-08,1.094587065449716e-05,12.204245878105016,204.1264248526127,CD3E;LAT;CD3G;ICOS;GRAP2;CD8B;CD3D;ITK;CD247;LCK
CD4 T naive,KEGG,Hematopoietic cell lineage,9/90,2.56158767380025e-07,2.574395612169251e-05,12.202742315270147,185.20673587876624,CD3E;CD3G;CD2;FLT3LG;CD5;CD8B;IL7R;CD3D;CD7
CD4 T naive,KEGG,Primary immunodeficiency,6/37,1.517204325692794e-06,0.0001016526898214172,21.32186722161015,285.68404810537794,CD3E;ICOS;CD8B;IL7R;CD3D;LCK
CD4 T naive,KEGG,Th17 cell differentiation,8/100,6.55017935276626e-06,0.0003291465124765046,9.564633204633205,114.16363530468918,CD3E;LAT;STAT3;CD3G;IL6ST;CD3D;CD247;LCK
CD4 T naive,KEGG,PD-L1 expression and PD-1 checkpoint pathway in cancer,7/84,1.918121718246443e-05,0.0007710849307350701,10.028257064266066,108.92270663164037,CD3E;LAT;STAT3;CD3G;CD3D;CD247;LCK
CD4 T naive,KEGG,Measles,8/123,2.9900897426050473e-05,0.001001680063772691,7.651194692753134,79.70725464541636,CD3E;STAT3;CD3G;CCND3;EIF3H;CDKN1B;CD3D;HSPA8
CD4 T naive,KEGG,RNA transport,8/157,0.00016692515598963238,0.004793136621988015,5.9010815271684836,51.32740066648838,EIF4B;EIF4A2;EIF2S3;PABPC1;EIF3H;EIF3F;EEF1A1;EIF3E
CD4 T naive,KEGG,Th1 and Th2 cell differentiation,6/87,0.0002192273737783648,0.005508087766181415,8.220464617471258,69.26071187972858,CD3E;LAT;CD3G;CD3D;CD247;LCK
CD4 T naive,KEGG,FoxO signaling pathway,6/121,0.001266830725225404,0.02829255286336736,5.79074995270368,38.631465280785726,ATM;STAT3;STK4;KLF2;CDKN1B;IL7R
CD4 T naive,KEGG,Pathways in cancer,12/453,0.0018304120013302376,0.036791281226737776,2.9570490040283457,18.638913272670226,STAT3;STK4;CCND3;IL6ST;ARHGEF1;FLT3LG;LEF1;CDKN1B;TCF7;IL7R;PRKCA;ETS1
CD4 T naive,KEGG,Epstein-Barr virus infection,7/184,0.002346287184415969,0.04175438846242706,4.356698329511955,26.37946473642585,CD3E;STAT3;CD3G;CCND3;CDKN1B;CD3D;CD247
CD4 T naive,KEGG,Human immunodeficiency virus 1 infection,7/186,0.002492799311189675,0.04175438846242706,4.307723866899873,25.82200016167576,ATM;CD3E;CD3G;SAMHD1;CD3D;PRKCA;CD247
CD4 T naive,KEGG,Leukocyte transendothelial migration,5/101,0.0032381632995008916,0.048504152487542536,5.840146826921803,33.48009583976321,TXK;PRKCA;RHOH;ITK;ACTN1
CD4 T naive,KEGG,Natural killer cell mediated cytotoxicity,5/102,0.0033783986807243557,0.048504152487542536,5.77995934159617,32.890011550531455,LAT;PRKCA;CD48;CD247;LCK
CD4 T naive,Reactome,Generation of Second Messenger Molecules,11/37,4.3367717901326214e-14,2.8492590661171324e-11,46.03549559416538,1416.4689747601672,CD3E;LAT;TRBC1;CD3G;EVL;GRAP2;CD3D;TRAC;ITK;CD247;LCK
CD4 T naive,Reactome,L13a-mediated Translational Silencing of Ceruloplasmin Expression,8/24,4.9033174751807516e-11,1.0738265270645847e-08,53.823297914207004,1277.6856498957934,EIF4B;EIF4A2;EIF2S3;EIF3L;PABPC1;EIF3H;EIF3F;EIF3E
CD4 T naive,Reactome,Translation Initiation Complex Formation,8/24,4.9033174751807516e-11,1.0738265270645847e-08,53.823297914207004,1277.6856498957934,EIF4B;EIF4A2;EIF2S3;EIF3L;PABPC1;EIF3H;EIF3F;EIF3E
CD4 T naive,Reactome,"mRNA Activation Upon Binding of the Cap-Binding Complex and eIFs, and Subsequent Binding to 43S",8/25,7.150259093532045e-11,1.1744300561126385e-08,50.74515769944341,1185.4722146987704,EIF4B;EIF4A2;EIF2S3;EIF3L;PABPC1;EIF3H;EIF3F;EIF3E
CD4 T naive,Reactome,Cap-dependent Translation Initiation,8/32,6.55544377357806e-10,6.152752227486837e-08,36.233925258415056,766.1864635847666,EIF4B;EIF4A2;EIF2S3;EIF3L;PABPC1;EIF3H;EIF3F;EIF3E
CD4 T naive,Reactome,Eukaryotic Translation Initiation,8/32,6.55544377357806e-10,6.152752227486837e-08,36.233925258415056,766.1864635847666,EIF4B;EIF4A2;EIF2S3;EIF3L;PABPC1;EIF3H;EIF3F;EIF3E
CD4 T naive,Reactome,TCR Signaling,12/107,6.470185502010576e-10,6.152752227486837e-08,13.910800338855944,294.33370204344214,CD3E;LAT;TRBC1;CD3G;EVL;GRAP2;CD3D;TRAT1;TRAC;ITK;CD247;LCK
CD4 T naive,Reactome,Translocation of ZAP-70 to Immunological Synapse,7/23,1.7234121568828076e-09,1.4153522338400058e-07,47.24571294338736,953.3693374415907,CD3E;TRBC1;CD3G;CD3D;TRAC;CD247;LCK
CD4 T naive,Reactome,Ribosomal Scanning and Start Codon Recognition,7/24,2.412862325995572e-09,1.7613894979767677e-07,44.5437430786268,883.8570887064441,EIF4B;EIF4A2;EIF2S3;EIF3L;EIF3H;EIF3F;EIF3E
CD4 T naive,Reactome,GTP Hydrolysis and Joining of the 60S Ribosomal Subunit,7/25,3.323391111852335e-09,2.1834679604869843e-07,42.133878064110625,822.5493716296418,EIF4B;EIF4A2;EIF2S3;EIF3L;EIF3H;EIF3F;EIF3E
CD4 T naive,Reactome,Phosphorylation of CD3 and TCR Zeta Chains,7/26,4.5100665243257035e-09,2.693739733165443e-07,39.97117869210892,768.1242995793964,CD3E;TRBC1;CD3G;CD3D;TRAC;CD247;LCK
CD4 T naive,Reactome,PD-1 Signaling,7/27,6.038079164964803e-09,3.3058483428182295e-07,38.01947438079032,719.5253921555063,CD3E;TRBC1;CD3G;CD3D;TRAC;CD247;LCK
CD4 T naive,Reactome,Costimulation by the CD28 Family,9/73,4.066352580726585e-08,1.933775385024006e-06,15.432044042342179,262.6215119067837,CD3E;TRBC1;CD3G;ICOS;GRAP2;CD3D;TRAC;CD247;LCK
CD4 T naive,Reactome,Translation,13/186,4.1206781416036656e-08,1.933775385024006e-06,8.281244956772333,140.81977968269538,SSR2;EIF4B;EEF1D;EEF2;EIF4A2;EIF2S3;EIF3L;PABPC1;EIF3H;EEF1B2;EEF1A1;EIF3F;EIF3E
CD4 T naive,Reactome,Eukaryotic Translation Elongation,4/6,1.3431642579679341e-07,5.883059449899552e-06,184.3648854961832,2917.218015694359,EEF1B2;EEF1D;EEF1A1;EEF2
CD4 T naive,Reactome,Cytokine Signaling in Immune System,23/689,3.35869303581344e-07,1.3791633278308938e-05,3.8660545418044654,57.6295110903253,TNFRSF25;NPM1;ISG20;IL6ST;CDKN1B;SAMHD1;IFITM1;S100B;STAT3;LTB;EIF4A2;JUNB;EIF2S3;FLT3LG;SOD1;VAMP2;SOCS3;CD27;GRAP2;IL32;HSPA8;LCK;IL7R
CD4 T naive,Reactome,"Formation of the Ternary Complex, and Subsequently, the 43S Complex",5/17,4.929091093117777e-07,1.9049487342225762e-05,45.274987212276216,657.5259699770975,EIF2S3;EIF3L;EIF3H;EIF3F;EIF3E
CD4 T naive,Reactome,Downstream TCR Signaling,8/86,2.1003322283442804e-06,7.666212633456624e-05,11.278302589130615,147.44593048885682,CD3E;TRBC1;CD3G;CD3D;TRAT1;TRAC;CD247;LCK
CD4 T naive,Reactome,Formation of a Pool of Free 40S Subunits,4/14,8.425692256282459e-06,0.000291351569072504,43.87895310796074,512.691557287843,EIF3H;EIF3E;EIF3F;EIF3L
CD4 T naive,Reactome,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,10/181,1.2759632677641562e-05,0.0004191539334605253,6.414108950666881,72.2820309582984,CD3E;TRBC1;CD3G;CLEC2D;SELL;CD3D;CD8B;IFITM1;TRAC;CD247
CD4 T naive,Reactome,Clathrin-mediated Endocytosis,8/131,4.697284728545302e-05,0.001469579079359173,7.15271044744729,71.28348916868596,CD3G;VAMP2;LDLRAP1;BIN1;AAK1;IL7R;CD3D;HSPA8
CD4 T naive,Reactome,Peptide Chain Elongation,2/2,9.631970257560044e-05,0.0028764565723713403,507.01511335012594,4688.793461601749,EEF1A1;EEF2
CD4 T naive,Reactome,Z-decay Degradation of Maternal mRNAs by Zygotically Expressed Factors,3/10,0.00010699406085484312,0.0030563086078970406,47.54447257383966,434.68661953254394,PABPC1;EIF4B;EIF4A2
CD4 T naive,Reactome,Interleukin-6 Signaling,3/11,0.000146050767030044,0.003998139747447455,41.94892032762472,370.4742506459139,STAT3;IL6ST;SOCS3
CD4 T naive,Reactome,Nuclear Events Stimulated by ALK Signaling in Cancer,4/32,0.00026349444405607454,0.006924633989793639,16.15146645239052,133.11195988292698,JUNB;STAT3;ICOS;NPM1
CD4 T naive,Reactome,Cargo Recognition for Clathrin-Mediated Endocytosis,6/91,0.00028012739934575847,0.007078603898852435,7.8343180144019,64.08680576125032,CD3G;VAMP2;LDLRAP1;AAK1;IL7R;CD3D
CD4 T naive,Reactome,Protein Methylation,3/14,0.00031524949187345785,0.007671070968920808,31.001100715465054,249.9354061721834,HSPA8;EEF1A1;EEF2
CD4 T naive,Reactome,Cellular Responses to Stress,16/606,0.00034200661034714056,0.008024940821359692,2.9590948830741484,23.615590809066976,ATM;STAT3;ANAPC16;TNRC6B;EIF2S3;COX4I1;ST13;DNAJB1;ATP6V0E2;CDKN1B;TXNIP;EEF1A1;SOD1;HSPA8;ETS1;COX7C
CD4 T naive,Reactome,FLT3 Signaling,4/36,0.000418567837015448,0.009482726514453426,14.160775102759835,110.15201892126491,CDKN1B;LCK;GRAP2;FLT3LG
CD4 T naive,Reactome,Adaptive Immune System,18/769,0.0006156854841211346,0.0133473263667145,2.6138316973359217,19.323467803243567,CD3E;LAT;TRBC1;CD3G;EVL;SOCS3;CLEC2D;ICOS;SELL;GRAP2;CD3D;TRAT1;IFITM1;TRAC;ITK;CD247;LCK;CD8B
CD4 T naive,Reactome,M-decay Degradation of Maternal mRNAs by Maternally Stored Factors,4/40,0.0006297825226303645,0.0133473263667145,12.606399665376975,92.91088000857873,PABPC1;ZFP36L2;EIF4B;EIF4A2
CD4 T naive,Reactome,Interferon Signaling,9/243,0.0007003927745020723,0.014379939151495671,4.208671302198445,30.571238155776452,STAT3;NPM1;EIF4A2;ISG20;SOCS3;SAMHD1;EIF2S3;IFITM1;HSPA8
CD4 T naive,Reactome,Signaling by SCF-KIT,4/43,0.0008311161947335069,0.016546767876967093,11.647212291042614,82.61065954314782,STAT3;PRKCA;LCK;GRAP2
CD4 T naive,Reactome,Deadenylation of mRNA,3/22,0.0012586151660197845,0.0236260046878571,18.27543005517689,122.03862945480172,PABPC1;EIF4B;EIF4A2
CD4 T naive,Reactome,Interleukin-6 Family Signaling,3/22,0.0012586151660197845,0.0236260046878571,18.27543005517689,122.03862945480172,STAT3;IL6ST;SOCS3
CD4 T naive,Reactome,Cellular Responses to Stimuli,16/696,0.001486103305120043,0.024376443451274658,2.555909989665657,16.64305790705848,ATM;STAT3;ANAPC16;TNRC6B;EIF2S3;COX4I1;ST13;DNAJB1;ATP6V0E2;CDKN1B;TXNIP;EEF1A1;SOD1;HSPA8;ETS1;COX7C
CD4 T naive,Reactome,Cellular Senescence,6/125,0.0014969772299255415,0.024376443451274658,5.5957986899140595,36.39679473891807,ATM;STAT3;ANAPC16;TNRC6B;CDKN1B;ETS1
CD4 T naive,Reactome,Cytoprotection by HMOX1,4/50,0.0014701232057568515,0.024376443451274658,9.89042107855208,64.50937213169361,COX7C;STAT3;TXNIP;COX4I1
CD4 T naive,Reactome,FLT3 Signaling Through SRC Family Kinases,2/6,0.0014076718272087651,0.024376443451274658,56.32381752029107,369.8119419821926,LCK;FLT3LG
CD4 T naive,Reactome,Signaling by ALK Fusions and Activated Point Mutants,5/85,0.0015212087998512343,0.024376443451274658,7.006513002176296,45.46000796617788,STAT3;NPM1;JUNB;ICOS;GCC2
CD4 T naive,Reactome,Signaling by ALK in Cancer,5/85,0.0015212087998512343,0.024376443451274658,7.006513002176296,45.46000796617788,STAT3;NPM1;JUNB;ICOS;GCC2
CD4 T naive,Reactome,Binding of TCF LEF CTNNB1 to Target Gene Promoters,2/8,0.0025937555460996144,0.03477749783239687,38.98953691145127,232.16898497969922,LEF1;TCF7
CD4 T naive,Reactome,Cellular Response to Heat Stress,5/95,0.00248326238327654,0.03477749783239687,6.229204052507383,37.36390028336659,ATM;ST13;DNAJB1;EEF1A1;HSPA8
CD4 T naive,Reactome,Innate Immune System,19/944,0.0025245978813749808,0.03477749783239687,2.229266288939193,13.334743048962002,DYNLT1;ATP6V0E2;CD247;S100B;EEF2;RNF125;BIN2;TXNIP;ITK;TXK;CD3G;SVIP;GRAP2;TBC1D10C;HSPA8;LCK;LAT;SELL;EEF1A1
CD4 T naive,Reactome,Nef and Signal Transduction,2/8,0.0025937555460996144,0.03477749783239687,38.98953691145127,232.16898497969922,CD247;LCK
CD4 T naive,Reactome,PI3K AKT Signaling in Cancer,5/93,0.0022628109514563435,0.03477749783239687,6.370612799283309,38.8043419373996,ICOS;FLT3LG;CDKN1B;TRAT1;LCK
CD4 T naive,Reactome,RUNX3 Regulates WNT Signaling,2/8,0.0025937555460996144,0.03477749783239687,38.98953691145127,232.16898497969922,LEF1;TCF7
CD4 T naive,Reactome,Signaling by Interleukins,11/405,0.0023206510445832602,0.03477749783239687,3.0357621785032323,18.414652597174616,STAT3;LCK;VAMP2;JUNB;IL6ST;SOCS3;SOD1;IL7R;IL32;HSPA8;S100B
CD4 T naive,Reactome,The Role of Nef in HIV-1 Replication and Disease Pathogenesis,3/28,0.002563849706413499,0.03477749783239687,13.971159096550013,83.3553631124492,CD247;LCK;CD8B
CD4 T naive,Reactome,Ca2+ Pathway,4/60,0.0028842141486371464,0.037155464620678536,8.135850841045734,47.58254649161177,LEF1;TNRC6B;TCF7;PRKCA
CD4 T naive,Reactome,DAP12 Signaling,3/29,0.00283912927804051,0.037155464620678536,13.443276809171245,78.83484177376799,LAT;LCK;GRAP2
CD4 T naive,Reactome,Interferon Alpha Beta Signaling,4/61,0.00306320189603837,0.03797214425843791,7.99395950879522,46.271392168373865,ISG20;SOCS3;SAMHD1;IFITM1
CD4 T naive,Reactome,Maternal to Zygotic Transition (MZT),4/61,0.00306320189603837,0.03797214425843791,7.99395950879522,46.271392168373865,PABPC1;ZFP36L2;EIF4B;EIF4A2
CD4 T naive,Reactome,Formation of Axial Mesoderm,2/9,0.003313273479310324,0.04031149399827561,33.789252728799326,192.93050410766472,LEF1;TCF7
CD4 T naive,Reactome,Signaling by Leptin,2/10,0.004114843333924193,0.04915367400705809,29.812564824418434,163.76502514435757,STAT3;SOCS3
CD8 T cytotoxic,GO_BP,T Cell Receptor Signaling Pathway (GO:0050852),16/86,2.2221828664614726e-16,3.5910475122017397e-13,25.444675085048722,917.0991544989266,CD247;CD3E;TRBC1;TRDC;CD3G;HLA-A;TRBC2;CD8A;TRGC2;ZAP70;CD8B;CD3D;PTPRC;FYN;LCK;TRGC1
