cell_type,library,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes
T proliferating,Reactome,Neutrophil Degranulation,19/447,1.0005160022623368e-07,6.18220073002839e-07,4.939516090147256,79.61304466633132,PGAM1;CSNK2B;TRAPPC1;RAB27A;HMGB1;PSMA5;ITGB2;CAP1;PSMC3;FABP5;CTSC;PPIA;PSMA2;CNN2;HSP90AA1;CCT8;TUBB;ARPC5;COTL1
T proliferating,Reactome,EPH-Ephrin Signaling,9/81,1.0211592373790704e-07,6.271045378015027e-07,13.723723777797785,220.91293849583752,MYL6;ACTG1;ARPC1B;MYL12B;ARPC5;ACTB;ARPC3;CFL1;ARPC2
T proliferating,Reactome,EPHB-mediated Forward Signaling,7/40,1.13762312669074e-07,6.903843169239564e-07,23.250607427976398,371.7575553549781,ACTG1;ARPC1B;ARPC5;ACTB;ARPC3;CFL1;ARPC2
T proliferating,Reactome,Mitotic Spindle Checkpoint,10/108,1.1379961267977304e-07,6.903843169239564e-07,11.208561493265119,179.2117474825713,CENPN;ANAPC11;CENPU;ZWINT;SKA2;ANAPC15;BIRC5;BUB3;NUDC;CENPM
T proliferating,Reactome,Deubiquitination,13/212,1.9059943035551322e-07,1.1493375288305346e-06,7.192601503759398,111.29178359606865,PSMB2;UBB;SEM1;PSMA2;PSMA7;VDAC1;PSMB3;PSMC5;PSMC3;PSMA4;ACTB;PSMD8;PSMA5
T proliferating,Reactome,SARS-CoV-2-host Interactions,11/146,2.1850488650422817e-07,1.3097209065313317e-06,8.95443437283977,137.32930182664754,UBB;SNRPB;UBE2N;SNRPF;HLA-A;SNRPD3;SNRPG;YWHAQ;HSP90AA1;YWHAB;SNRPD1
T proliferating,Reactome,SARS-CoV-2 Modulates Host Translation Machinery,5/15,2.430697573849112e-07,1.4482906377517625e-06,53.90415296553404,820.9557954233832,SNRPB;SNRPF;SNRPD3;SNRPG;SNRPD1
T proliferating,Reactome,Processing of Capped Intronless Pre-mRNA,6/29,3.309928002538609e-07,1.9604958168882527e-06,28.591751900672755,426.622368214768,NUDT21;SNRPB;SNRPF;SNRPD3;SLBP;SNRPG
T proliferating,Reactome,SARS-CoV Infections,17/397,4.3827052814603274e-07,2.580639992201052e-06,4.949729131681747,72.46616026315988,UBB;DAD1;SNRPB;UBE2N;SNRPF;PPIA;HLA-A;TUBB;SNRPD3;SNRPG;YWHAQ;HSP90AA1;YWHAB;RBX1;RBBP7;SNRPD1;HDAC1
T proliferating,Reactome,mRNA Splicing - Minor Pathway,7/50,5.608573980207465e-07,3.283147692507411e-06,17.89672992960884,257.60193615976647,SNRPB;SNRPF;SRSF2;SNRPD3;SNRPG;YBX1;SNRPD1
T proliferating,Reactome,Selective Autophagy,8/76,8.117349153704118e-07,4.724108431894082e-06,12.931216229026449,181.34856618397896,TUBA1B;UBE2L3;UBB;CSNK2B;UBE2N;VDAC1;HSP90AA1;PARK7
T proliferating,Reactome,RHO GTPases Activate WASPs and WAVEs,6/36,1.2816161492832569e-06,7.4155940198412725e-06,22.022040541110034,298.7815831038886,ACTG1;ARPC1B;ARPC5;ACTB;ARPC3;ARPC2
T proliferating,Reactome,EML4 and NUDC in Mitotic Spindle Formation,9/109,1.316745689941707e-06,7.575071469147406e-06,9.886377511918216,133.8649845741852,TUBA1B;CENPN;CENPU;ZWINT;SKA2;BIRC5;BUB3;NUDC;CENPM
T proliferating,Reactome,SLBP Independent Processing of Histone Pre-mRNAs,4/10,1.823124212498457e-06,1.0428270495491175e-05,70.89547856723429,936.8808374664726,SNRPB;SNRPF;SNRPD3;SNRPG
T proliferating,Reactome,Resolution of Sister Chromatid Cohesion,9/118,2.5590628953172074e-06,1.4554670217116616e-05,9.06972113928729,116.78054509252732,TUBA1B;CENPN;CENPU;ZWINT;SKA2;BIRC5;BUB3;NUDC;CENPM
T proliferating,Reactome,Amplification of Signal From Unattached Kinetochores via a MAD2 Inhibitory Signal,8/91,3.2259330300669843e-06,1.8141342489309277e-05,10.60031106617933,134.03338959231394,NUDC;CENPU;ZWINT;SKA2;BIRC5;BUB3;CENPN;CENPM
T proliferating,Reactome,Amplification of Signal From the Kinetochores,8/91,3.2259330300669843e-06,1.8141342489309277e-05,10.60031106617933,134.03338959231394,NUDC;CENPU;ZWINT;SKA2;BIRC5;BUB3;CENPN;CENPM
T proliferating,Reactome,SARS-CoV-2 Infection,12/235,3.8825864619164615e-06,2.1712117588706023e-05,5.906010598211478,73.58303927116398,UBB;DAD1;SNRPB;UBE2N;SNRPF;HLA-A;SNRPD3;SNRPG;YWHAQ;HSP90AA1;YWHAB;SNRPD1
T proliferating,Reactome,DNA Damage Bypass,6/45,4.97900104781067e-06,2.7688778049213785e-05,16.996745956851388,207.5350489754488,UBB;UBE2L6;PCNA;RBX1;RPA3;PCLAF
T proliferating,Reactome,Transcriptional Regulation by TP53,14/345,8.701014443695756e-06,4.81199749068478e-05,4.643184970420422,54.10272064606134,COX6A1;UBB;COX6C;CSNK2B;PCNA;YWHAQ;SSRP1;COX8A;YWHAB;RBBP7;RPA3;BIRC5;COX5A;HDAC1
T proliferating,Reactome,APOBEC3G Mediated Resistance to HIV-1 Infection,3/5,9.246825691741755e-06,5.085754130457965e-05,142.66886075949367,1653.7076122566834,PPIA;PSIP1;APOBEC3G
T proliferating,Reactome,Termination of Translesion DNA Synthesis,5/30,1.0230153915728731e-05,5.595838289423202e-05,22.179278872674388,254.84370540856952,UBB;UBE2L6;PCNA;RPA3;PCLAF
T proliferating,Reactome,Respiratory Electron Transport,9/142,1.1671967709992268e-05,6.349804172664272e-05,7.430291117825955,84.39562802263471,COX6A1;NDUFA2;COX6C;NDUFA12;COX8A;NDUFB3;NDUFB10;COX5A;UQCRQ
T proliferating,Reactome,Organelle Biogenesis and Maintenance,12/266,1.3628486686326316e-05,7.374116309736563e-05,5.1785369971807205,58.01695390501164,TUBA1B;HAUS1;ATP5F1B;DCTN3;ATP5MF;CCT8;TUBB;CALM1;IDH2;HSP90AA1;ATP5MC3;HSPB11
T proliferating,Reactome,Global Genome Nucleotide Excision Repair (GG-NER),7/82,1.6368836205558477e-05,8.809250022453783e-05,10.294933004774373,113.45151304850393,UBB;UBE2N;PCNA;ACTB;RBX1;SUMO2;RPA3
T proliferating,Reactome,Aggrephagy,5/34,1.9347253187276696e-05,0.00010356470823777526,19.16810438250466,208.03067210791974,TUBA1B;UBB;UBE2N;HSP90AA1;PARK7
T proliferating,Reactome,Regulation of Actin Dynamics for Phagocytic Cup Formation,8/116,1.9557649152200113e-05,0.00010413407873059742,8.147668920940811,88.33820041461024,ACTG1;ARPC1B;ARPC5;HSP90AA1;ACTB;ARPC3;CFL1;ARPC2
T proliferating,Reactome,Membrane Trafficking,18/587,2.141828695891411e-05,0.00011343759389350807,3.481551950160559,37.431089263945275,TUBA1B;UBB;CAPZB;CTSC;DCTN3;ACTG1;BLOC1S1;CALM1;YWHAQ;ARPC5;ACTB;COPE;TRAPPC1;YWHAB;RAB27A;ARPC3;CD3D;ARPC2
T proliferating,Reactome,Mitophagy,5/35,2.2392330329735172e-05,0.0001179722245266574,18.538719550542954,198.49021517004775,UBE2L3;UBB;CSNK2B;UBE2N;VDAC1
T proliferating,Reactome,Translesion Synthesis by Y Family DNA Polymerases Bypasses Lesions on DNA Template,5/36,2.5797284229808032e-05,0.00013519937965464837,17.949295660293103,189.6386404260951,UBB;UBE2L6;PCNA;RPA3;PCLAF
T proliferating,Reactome,Mitochondrial Protein Degradation,7/89,2.7995936436727144e-05,0.00014520172214074544,9.418134836739489,98.73455682017637,NDUFA2;ATP5F1B;IDH2;CHCHD2;SLC25A5;COX5A;UQCRQ
T proliferating,Reactome,Recruitment of NuMA to Mitotic Centrosomes,7/89,2.7995936436727144e-05,0.00014520172214074544,9.418134836739489,98.73455682017637,TUBA1B;HAUS1;MZT2A;DCTN3;TUBB;HSP90AA1;MZT2B
T proliferating,Reactome,Chromosome Maintenance,7/91,3.2346873217733634e-05,0.00016690319634511016,9.194303013623228,95.05983630416048,TERF2IP;CENPU;PCNA;RBBP7;RPA3;CENPN;CENPM
T proliferating,Reactome,Vesicle-mediated Transport,19/670,3.667253518110284e-05,0.00018825234726299456,3.2120091587753627,32.80579915071985,TUBA1B;UBB;TRAPPC1;RAB27A;CAPZB;COPE;YWHAB;ARPC3;CTSC;ACTG1;HSP90AA1;DCTN3;BLOC1S1;CALM1;YWHAQ;ARPC5;ACTB;CD3D;ARPC2
T proliferating,Reactome,Macroautophagy,8/128,3.980938932561627e-05,0.00020331223834154025,7.3318855418440485,74.28232207988465,TUBA1B;UBE2L3;UBB;CSNK2B;UBE2N;VDAC1;HSP90AA1;PARK7
T proliferating,Reactome,Translocation of SLC2A4 (GLUT4) to the Plasma Membrane,6/65,4.2887481708934525e-05,0.00021792065579006833,11.2723207534942,113.36494725133,TUBA1B;ACTG1;CALM1;YWHAQ;YWHAB;ACTB
T proliferating,Reactome,Gluconeogenesis,4/21,4.7728602348124756e-05,0.00024129460075996404,26.318211559432932,261.8656710155409,TPI1;GAPDH;PGAM1;ENO1
T proliferating,Reactome,Formation of Incision Complex in GG-NER,5/41,4.927588315725661e-05,0.0002478651208060998,15.486634201030025,153.59761161481237,UBB;UBE2N;RBX1;SUMO2;RPA3
T proliferating,Reactome,E3 Ubiquitin Ligases Ubiquitinate Target Proteins,5/42,5.549068901056686e-05,0.0002777308984978871,15.072907075873827,147.70386772009857,UBE2L3;UBB;UBE2N;HLA-A;PCNA
T proliferating,Reactome,Positive Epigenetic Regulation of rRNA Expression,5/45,7.781516706448242e-05,0.0003875272747838154,13.954311515266332,132.02417203627897,RBBP7;DEK;ACTB;CBX3;HDAC1
T proliferating,Reactome,Metabolism of Amino Acids and Derivatives,10/224,7.845828479584718e-05,0.00038879575782496553,5.117247581814511,48.373052155337156,PSMB2;SEM1;PSMA2;PSMA7;PSMB3;PSMC5;PSMC3;PSMA4;PSMD8;PSMA5
T proliferating,Reactome,Fcgamma Receptor (FCGR) Dependent Phagocytosis,8/141,7.906366124954385e-05,0.00038986563995464725,6.613619339462036,62.467335627295654,ACTG1;ARPC1B;ARPC5;HSP90AA1;ACTB;ARPC3;CFL1;ARPC2
T proliferating,Reactome,APC-Cdc20 Mediated Degradation of Nek2A,4/24,8.280302081895909e-05,0.00040570796577761386,22.463414634146343,211.13466777605592,BUB3;UBB;ANAPC11;ANAPC15
T proliferating,Reactome,Autophagy,8/142,8.308704593847237e-05,0.00040570796577761386,6.564119152223242,61.67398069900545,TUBA1B;UBE2L3;UBB;CSNK2B;UBE2N;VDAC1;HSP90AA1;PARK7
T proliferating,Reactome,Nucleotide Excision Repair,7/106,8.603164729551973e-05,0.00041804698515929734,7.802384013088699,73.03651989184472,UBB;UBE2N;PCNA;ACTB;RBX1;SUMO2;RPA3
T proliferating,Reactome,DNA Repair,11/277,9.86953767416339e-05,0.00047726604888104126,4.522986827189157,41.717644411041704,UBB;UBE2N;SEM1;UBE2L6;TERF2IP;PCNA;ACTB;RBX1;SUMO2;RPA3;PCLAF
T proliferating,Reactome,Platelet Degranulation,7/110,0.00010868679746053367,0.0005230552127788182,7.499344642924016,68.44682025249173,PFN1;PPIA;WDR1;CALM1;CAP1;TMSB4X;CFL1
T proliferating,Reactome,TP53 Regulates Metabolic Genes,6/77,0.0001116457399185335,0.0005347243332940289,9.374853937835942,85.31285583384393,COX6A1;COX6C;YWHAQ;COX8A;YWHAB;COX5A
T proliferating,Reactome,Deposition of New CENPA-containing Nucleosomes at the Centromere,4/27,0.00013363624085837973,0.000630989986317161,19.592821179145687,174.77558789176481,RBBP7;CENPU;CENPN;CENPM
T proliferating,Reactome,Nucleosome Assembly,4/27,0.00013363624085837973,0.000630989986317161,19.592821179145687,174.77558789176481,RBBP7;CENPU;CENPN;CENPM
T proliferating,Reactome,RHO GTPases Activate IQGAPs,4/27,0.00013363624085837973,0.000630989986317161,19.592821179145687,174.77558789176481,TUBA1B;ACTB;CALM1;ACTG1
T proliferating,Reactome,Centrosome Maturation,6/80,0.00013809255125622478,0.0006459375878854252,8.995997308535049,79.95270366053299,MZT2A;HAUS1;DCTN3;TUBB;HSP90AA1;MZT2B
T proliferating,Reactome,Recruitment of Mitotic Centrosome Proteins and Complexes,6/80,0.00013809255125622478,0.0006459375878854252,8.995997308535049,79.95270366053299,MZT2A;HAUS1;DCTN3;TUBB;HSP90AA1;MZT2B
T proliferating,Reactome,Response to Elevated Platelet Cytosolic Ca2+,7/115,0.00014359372551199122,0.000668545670872108,7.1519665630693385,63.28433774280986,PFN1;PPIA;WDR1;CALM1;CAP1;TMSB4X;CFL1
T proliferating,Reactome,STAT3 Nuclear Events Downstream of ALK Signaling,3/11,0.000146050767030044,0.0006768371194308983,41.94892032762472,370.4742506459139,IL2RG;DNMT1;HDAC1
T proliferating,Reactome,PINK1-PRKN Mediated Mitophagy,4/28,0.00015471412292287877,0.0007104075093844112,18.79217946720673,164.88129561072859,VDAC1;UBE2L3;UBB;UBE2N
T proliferating,Reactome,Recognition of DNA Damage by PCNA-containing Replication Complex,4/28,0.00015471412292287877,0.0007104075093844112,18.79217946720673,164.88129561072859,PCNA;RPA3;UBB;RBX1
T proliferating,Reactome,Metabolism of Non-Coding RNA,5/52,0.00015655985877520252,0.0007123473574271715,11.893740745726209,104.21381439194786,SNRPB;SNRPF;SNRPD3;SNRPG;SNRPD1
T proliferating,Reactome,snRNP Assembly,5/52,0.00015655985877520252,0.0007123473574271715,11.893740745726209,104.21381439194786,SNRPB;SNRPF;SNRPD3;SNRPG;SNRPD1
T proliferating,Reactome,G1 S-Specific Transcription,4/29,0.00017809341897941352,0.0008066584271420495,18.054333183655142,155.86671112028782,PCNA;TYMS;TK1;HDAC1
T proliferating,Reactome,Metabolism of Nucleotides,6/88,0.00023336534568083237,0.0010522464460653747,8.12041754303965,67.91028311373243,ADA;TYMS;DUT;TK1;HPRT1;NUDT1
T proliferating,Reactome,Cellular Senescence,7/125,0.0002406473011962284,0.0010802150156835183,6.5451542210447125,54.535391165169585,LMNB1;UBB;ANAPC11;EZH2;ANAPC15;RBBP7;TERF2IP
T proliferating,Reactome,mRNA 3'-End Processing,5/57,0.00024239987978786828,0.0010832244628020363,10.758324199244916,89.56220765446814,NUDT21;SRSF2;EIF4A3;DDX39A;SRSF3
T proliferating,Reactome,DNA Strand Elongation,4/32,0.00026349444405607454,0.001172257504445025,16.15146645239052,133.11195988292698,PCNA;RPA3;MCM7;MCM3
T proliferating,Reactome,RHO GTPases Activate PKNs,4/33,0.00029754411181145995,0.0013178834332888117,15.60318281795834,126.697034192525,YWHAQ;MYL6;YWHAB;MYL12B
T proliferating,Reactome,Translesion Synthesis by REV1,3/14,0.00031524949187345785,0.0013901530456622523,31.001100715465054,249.9354061721834,PCNA;RPA3;UBB
T proliferating,Reactome,Clathrin-mediated Endocytosis,7/131,0.00032055004429553606,0.001407327168157156,6.227857165094487,50.106051371866236,UBB;ACTG1;ARPC5;ARPC3;ACTB;CD3D;ARPC2
T proliferating,Reactome,HDR Through Homologous Recombination (HRR) or Single Strand Annealing (SSA),6/95,0.0003535824909850631,0.0015455723732578524,7.482687308813603,59.46786231289625,UBB;UBE2N;SEM1;PCNA;SUMO2;RPA3
T proliferating,Reactome,Protein Ubiquitination,5/62,0.0003600360628675941,0.0015669395605672248,9.82037139997776,77.86873336895334,UBE2L3;UBB;UBE2N;HLA-A;PCNA
T proliferating,Reactome,Defective Pyroptosis,3/15,0.0003912115670051246,0.0016663948024345945,28.51959493670886,223.77221549691882,RBBP7;DNMT1;EZH2
T proliferating,Reactome,Formation of ATP by Chemiosmotic Coupling,3/15,0.0003912115670051246,0.0016663948024345945,28.51959493670886,223.77221549691882,ATP5MC3;ATP5F1B;ATP5MF
T proliferating,Reactome,PRC2 Methylates Histones and DNA,3/15,0.0003912115670051246,0.0016663948024345945,28.51959493670886,223.77221549691882,RBBP7;DNMT1;EZH2
T proliferating,Reactome,Translesion Synthesis by POLI,3/15,0.0003912115670051246,0.0016663948024345945,28.51959493670886,223.77221549691882,PCNA;RPA3;UBB
T proliferating,Reactome,Translesion Synthesis by POLK,3/15,0.0003912115670051246,0.0016663948024345945,28.51959493670886,223.77221549691882,PCNA;RPA3;UBB
T proliferating,Reactome,Translesion Synthesis by POLH,3/16,0.0004780100800840135,0.0020274919074749894,26.405719643694326,201.89493037615648,PCNA;RPA3;UBB
T proliferating,Reactome,Homology Directed Repair,6/101,0.0004911137544462233,0.0020742821443066224,7.010471204188482,53.41162181984426,UBB;UBE2N;SEM1;PCNA;SUMO2;RPA3
T proliferating,Reactome,"Platelet Activation, Signaling and Aggregation",9/232,0.0005025764853342521,0.0021137775706705306,4.418251061617631,33.55998670140624,PFN1;RAC2;PPIA;WDR1;CALM1;CAP1;TMSB4X;CFL1;LCK
T proliferating,Reactome,Respiratory Syncytial Virus Infection Pathway,6/103,0.0005451780540923856,0.002283360803960159,6.8659811482433595,51.593715776705956,UBB;CSNK2B;UBE2L6;PPP1CA;HSP90AA1;RBX1
T proliferating,Reactome,Hemostasis,15/571,0.0005519061417308286,0.0023019085328023305,2.938792462517225,22.047210617901833,ITGB2;TUBA1B;PFN1;CAPZB;RAC2;PPIA;WDR1;CALM1;CAP1;ACTB;CD99;TMSB4X;CFL1;LCK;HDAC1
T proliferating,Reactome,Chaperone Mediated Autophagy,3/17,0.0005762462861596257,0.002354377683452185,24.583413356612834,183.36707568437075,PARK7;HSP90AA1;UBB
T proliferating,Reactome,Dual Incision in GG-NER,4/39,0.0005711655671175713,0.002354377683452185,12.962154607031502,96.79918558026026,PCNA;RPA3;UBB;RBX1
T proliferating,Reactome,Removal of the Flap Intermediate From the C-strand,3/17,0.0005762462861596257,0.002354377683452185,24.583413356612834,183.36707568437075,PCNA;RPA3;TERF2IP
T proliferating,Reactome,"Respiratory Syncytial Virus (RSV) Genome Replication, Transcription and Translation",3/17,0.0005762462861596257,0.002354377683452185,24.583413356612834,183.36707568437075,PPP1CA;HSP90AA1;CSNK2B
T proliferating,Reactome,Signaling by RAF1 Mutants,4/39,0.0005711655671175713,0.002354377683452185,12.962154607031502,96.79918558026026,ACTB;CALM1;YWHAB;ACTG1
T proliferating,Reactome,Bacterial Infection Pathways,5/70,0.0006319990494914908,0.002571670929028383,8.61750063450538,63.48187551382228,UBB;CORO1A;ENO1;CALM1;HSP90AA1
T proliferating,Reactome,ERCC6 (CSB) and EHMT2 (G9a) Positively Regulate rRNA Expression,3/18,0.0006865008012272659,0.0027709165404374726,22.996243364638627,167.5024098414691,RBBP7;CBX3;HDAC1
T proliferating,Reactome,RHO GTPases Activate ROCKs,3/18,0.0006865008012272659,0.0027709165404374726,22.996243364638627,167.5024098414691,CFL1;MYL6;MYL12B
T proliferating,Reactome,Interferon Signaling,9/243,0.0007003927745020723,0.0028156352099460817,4.208671302198445,30.571238155776452,TUBA1B;PSMB8;UBB;UBE2N;HLA-A;UBE2L6;EIF4A3;YBX1;MT2A
T proliferating,Reactome,Processive Synthesis on the C-strand of the Telomere,3/19,0.0008093340210327745,0.003240573420215229,21.60145761411584,153.78723223692575,PCNA;RPA3;TERF2IP
T proliferating,Reactome,Paradoxical Activation of RAF Signaling by Kinase Inactive BRAF,4/43,0.0008311161947335069,0.00327538311389071,11.647212291042614,82.61065954314782,ACTB;CALM1;YWHAB;ACTG1
T proliferating,Reactome,Signaling Downstream of RAS Mutants,4/43,0.0008311161947335069,0.00327538311389071,11.647212291042614,82.61065954314782,ACTB;CALM1;YWHAB;ACTG1
T proliferating,Reactome,Signaling by Moderate Kinase Activity BRAF Mutants,4/43,0.0008311161947335069,0.00327538311389071,11.647212291042614,82.61065954314782,ACTB;CALM1;YWHAB;ACTG1
T proliferating,Reactome,Signaling by RAS Mutants,4/43,0.0008311161947335069,0.00327538311389071,11.647212291042614,82.61065954314782,ACTB;CALM1;YWHAB;ACTG1
T proliferating,Reactome,Complex IV Assembly,4/44,0.0009072555882339281,0.0035475111086803205,11.359061351427764,79.5712056485031,COX6A1;COX6C;COX8A;COX5A
T proliferating,Reactome,Epigenetic Regulation of Gene Expression,9/252,0.0009059392468257526,0.0035475111086803205,4.051281088992661,28.385456157252694,DNMT1;PSIP1;DEK;ACTB;EZH2;SUMO2;RBBP7;CBX3;HDAC1
T proliferating,Reactome,FCGR3A-mediated Phagocytosis,6/114,0.0009302359702552997,0.0035952363174731852,6.166502789854643,43.04263514202988,ACTG1;ARPC1B;ARPC5;ACTB;ARPC3;ARPC2
T proliferating,Reactome,Leishmania Phagocytosis,6/114,0.0009302359702552997,0.0035952363174731852,6.166502789854643,43.04263514202988,ACTG1;ARPC1B;ARPC5;ACTB;ARPC3;ARPC2
T proliferating,Reactome,Parasite Infection,6/114,0.0009302359702552997,0.0035952363174731852,6.166502789854643,43.04263514202988,ACTG1;ARPC1B;ARPC5;ACTB;ARPC3;ARPC2
T proliferating,Reactome,RHO GTPases Activate PAKs,3/20,0.0009452865330104819,0.00362540927028158,20.36607594936709,141.82981047386912,MYL6;CALM1;MYL12B
T proliferating,Reactome,SUMO Is Conjugated to E1 (UBA2 SAE1),2/5,0.0009445676631250723,0.00362540927028158,72.41993522849945,504.3891507225822,SAE1;SUMO2
T proliferating,Reactome,Inactivation of APC C via Direct Inhibition of the APC C Complex,3/21,0.0010948795214542077,0.004135752456511932,19.26424905918577,131.32652316321855,BUB3;ANAPC11;ANAPC15
T proliferating,Reactome,Inhib of Proteolytic Activity of APC C Required for Onset of Anaphase by Mitotic Spindle Checkpoint,3/21,0.0010948795214542077,0.004135752456511932,19.26424905918577,131.32652316321855,BUB3;ANAPC11;ANAPC15
T proliferating,Reactome,Nucleotide Salvage,3/21,0.0010948795214542077,0.004135752456511932,19.26424905918577,131.32652316321855,ADA;HPRT1;TK1
T proliferating,Reactome,Response of Mtb to Phagocytosis,3/21,0.0010948795214542077,0.004135752456511932,19.26424905918577,131.32652316321855,UBB;ENO1;CORO1A
T proliferating,Reactome,Transport of Mature Transcript to Cytoplasm,5/80,0.0011598087700807583,0.0043645435295144325,7.47238359783879,50.50957798194451,SRSF2;EIF4A3;SLBP;DDX39A;SRSF3
T proliferating,Reactome,Diseases of Programmed Cell Death,4/47,0.0011650059626389859,0.004367681530343164,10.574098446959725,71.42834243878022,RBBP7;LMNB1;DNMT1;EZH2
T proliferating,Reactome,APC C Cdc20 Mediated Degradation of Cyclin B,3/22,0.0012586151660197845,0.004701021571588823,18.27543005517689,122.03862945480172,UBB;ANAPC11;ANAPC15
T proliferating,Reactome,SUMOylation,7/166,0.0013059823119014858,0.004859807785179878,4.852737479040607,32.226058041151155,DNMT1;PARK7;PCNA;SUMO2;SAE1;BIRC5;HDAC1
T proliferating,Reactome,Gap-filling DNA Repair Synthesis and Ligation in GG-NER,3/23,0.0014369770336562513,0.005327459298851509,17.383081197900587,113.77598040785226,PCNA;RPA3;UBB
T proliferating,Reactome,Regulation of PLK1 Activity at G2 M Transition,5/84,0.0014430775871208034,0.005330334556117802,7.094999115314707,46.40822767935237,HAUS1;UBB;DCTN3;TUBB;HSP90AA1
T proliferating,Reactome,Cytoprotection by HMOX1,4/50,0.0014701232057568515,0.0053904517544417895,9.89042107855208,64.50937213169361,COX6A1;COX6C;COX8A;COX5A
T proliferating,Reactome,HSP90 Chaperone Cycle for Steroid Hormone Receptors (SHR) in the Presence of Ligand,4/50,0.0014701232057568515,0.0053904517544417895,9.89042107855208,64.50937213169361,TUBA1B;HSP90AA1;CAPZB;DCTN3
T proliferating,Reactome,Mitochondrial Biogenesis,5/85,0.0015212087998512343,0.005557408790697393,7.006513002176296,45.46000796617788,ATP5F1B;ATP5MF;IDH2;CALM1;ATP5MC3
T proliferating,Reactome,DNA Double-Strand Break Repair,6/130,0.0018279265982786923,0.0066536528177344395,5.36972568938995,33.85382738862161,UBB;UBE2N;SEM1;PCNA;SUMO2;RPA3
T proliferating,Reactome,Signaling by ALK,3/25,0.0018394229487574687,0.006671240477196472,15.836343178621659,99.74209363183763,IL2RG;DNMT1;HDAC1
T proliferating,Reactome,Apoptosis Induced DNA Fragmentation,2/7,0.0019579823201535673,0.007050144972927054,46.080833524158464,287.3527401501602,HMGB1;HMGB2
T proliferating,Reactome,"SUMO Is Transferred From E1 to E2 (UBE2I, UBC9)",2/7,0.0019579823201535673,0.007050144972927054,46.080833524158464,287.3527401501602,SAE1;SUMO2
T proliferating,Reactome,Cristae Formation,3/26,0.002064384503876524,0.007406626840073121,15.161702127659574,93.74363920094011,ATP5MC3;ATP5F1B;ATP5MF
T proliferating,Reactome,Transport of Small Molecules,14/588,0.0021183141625086338,0.007572973130968365,2.6463412642302315,16.29387966045311,PSMB2;UBB;SEM1;PSMA2;PSMA7;VDAC1;PSMB3;CALM1;PSMC5;PSMC3;PSMA4;SLC25A5;PSMD8;PSMA5
T proliferating,Reactome,Cilium Assembly,7/181,0.0021390785983076946,0.007619991732761574,4.4322649430265875,27.246817327327268,TUBA1B;HAUS1;DCTN3;CCT8;TUBB;HSP90AA1;HSPB11
T proliferating,Reactome,Regulated Necrosis,4/56,0.0022396485255876714,0.007949958064231415,8.757470010905125,53.433145715354925,HSP90AA1;HMGB1;UBB;UBE2L3
T proliferating,Reactome,Signaling by Receptor Tyrosine Kinases,12/468,0.0023938309720125954,0.008467225452242431,2.857705236184671,17.24585181945323,IL2RG;DNMT1;UBB;ACTG1;HNRNPF;CALM1;HSP90AA1;STMN1;YWHAB;ACTB;LCK;HDAC1
T proliferating,Reactome,HSF1 Activation,3/28,0.002563849706413499,0.00900495984603478,13.971159096550013,83.3553631124492,RPA3;HSP90AA1;UBB
T proliferating,Reactome,Infection With Mycobacterium Tuberculosis,3/28,0.002563849706413499,0.00900495984603478,13.971159096550013,83.3553631124492,UBB;ENO1;CORO1A
T proliferating,Reactome,Metallothioneins Bind Metals,2/8,0.0025937555460996144,0.009046513246152313,38.98953691145127,232.16898497969922,MT2A;MT1E
T proliferating,Reactome,Prevention of Phagosomal-Lysosomal Fusion,2/8,0.0025937555460996144,0.009046513246152313,38.98953691145127,232.16898497969922,UBB;CORO1A
T proliferating,Reactome,G2 M DNA Damage Checkpoint,4/59,0.0027125153901122567,0.009395252268174288,8.282855374458428,48.95067209626503,YWHAQ;RPA3;UBE2N;YWHAB
T proliferating,Reactome,SARS-CoV-1-host Interactions,4/59,0.0027125153901122567,0.009395252268174288,8.282855374458428,48.95067209626503,PPIA;UBB;YWHAQ;YWHAB
T proliferating,Reactome,Cooperation of Prefoldin and TriC CCT in Actin and Tubulin Folding,3/29,0.00283912927804051,0.009732768518214214,13.443276809171245,78.83484177376799,TUBA1B;CCT8;ACTB
T proliferating,Reactome,RIPK1-mediated Regulated Necrosis,3/29,0.00283912927804051,0.009732768518214214,13.443276809171245,78.83484177376799,HSP90AA1;UBB;UBE2L3
T proliferating,Reactome,Regulation of Necroptotic Cell Death,3/29,0.00283912927804051,0.009732768518214214,13.443276809171245,78.83484177376799,HSP90AA1;UBB;UBE2L3
T proliferating,Reactome,Complex I Biogenesis,4/60,0.0028842141486371464,0.00978677411113825,8.135850841045734,47.58254649161177,NDUFA2;NDUFB3;NDUFA12;NDUFB10
T proliferating,Reactome,Gap-filling DNA Repair Synthesis and Ligation in TC-NER,4/60,0.0028842141486371464,0.00978677411113825,8.135850841045734,47.58254649161177,PCNA;RPA3;UBB;RBX1
T proliferating,Reactome,Processing of DNA Double-Strand Break Ends,4/60,0.0028842141486371464,0.00978677411113825,8.135850841045734,47.58254649161177,SUMO2;RPA3;UBB;UBE2N
T proliferating,Reactome,Dual Incision in TC-NER,4/61,0.00306320189603837,0.010289480194410765,7.99395950879522,46.271392168373865,PCNA;RPA3;UBB;RBX1
